im looking for an expensive restaurant in the south part of town	inform(area,pricerange,task,type)
unintelligible	null()
hungarian food	inform(food)
im looking for a cheap restaurant that serves jamaican food	inform(food,pricerange,task,type)
cheap restaurant	inform(pricerange,type)
a moderately place restaurant	inform(type)
im looking for a moderately priced restaurant that serves	inform(pricerange,task,type)
cheap restaurant in the north part of town	inform(area,pricerange,type)
i want an expensive restaurant that serves portuguese food	inform(food,pricerange,type)
im looking for barbecue food	inform(food,task,type)
restaurant in the west part of town that serves	inform(area,type)
cheap restaurant west part of town	inform(area,pricerange,type)
can i have a restaurant in the south part of town	inform(area,type)
unintelligible	null()
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
cheap restaurant in the south part of town	inform(area,pricerange,type)
sil	null()
i want a moderately priced restaurant in the east part of town	inform(area,pricerange,type)
italian food	inform(food)
north	inform(area)
moderate	inform(pricerange)
moderately	inform(pricerange)
cheap restaurant	inform(pricerange,type)
im looking for a restaurant in the south part of town that serves	inform(area,task,type)
cough	null()
restaurant in the south	inform(area,type)
cheap restaurant	inform(pricerange,type)
i want a malaysian restaurant	inform(food,type)
any area cuban food	inform(area,food)
im looking for a moderately priced restaurant in the north	inform(area,pricerange,task,type)
noise	null()
i need a restaurant that serves	inform(type)
looking for a cheap restaurant in the east part of town	inform(area,pricerange,type)
im looking for a cheap restaurant that serves tuscan food	inform(food,pricerange,task,type)
im looking for a moderately priced restaurant that serves sea food	inform(food,pricerange,task,type)
noise	null()
noise	null()
unintelligible	null()
cheap restaurant	inform(pricerange,type)
im looking for a restaurant in the center	inform(area,task,type)
sea food restaurant	inform(food,type)
cheap restaurant in the north part of town	inform(area,pricerange,type)
im looking for a restaurant in the west part of town that serves halo food	inform(area,task,type)
i want a moderately priced restaurant in the west part of town	inform(area,pricerange,type)
expensive	inform(pricerange)
can i have a lebanese restaurant	inform(food,type)
id like to find a moderately priced restaurant in the west part of town	inform(area,pricerange,type)
moderately priced	inform(pricerange)
caribbean food	inform(food)
moderately priced	inform(pricerange)
cheap food in the east part of town	inform(area,pricerange)
sil	null()
i want to find a restaurant in the center that should serve belgian food	inform(area,food,type)
cheap restaurant	inform(pricerange,type)
i would like a restaurant that serves thai food	inform(food,type)
moderately priced west of town	inform(area,pricerange)
did you see a korean restaurant	inform(food,type)
looking for vietnamese food	inform(food)
id like a restaurant in the east part of town that serves	inform(area,type)
im looking for a cheap restaurant in the west part of town	inform(area,pricerange,task,type)
expensive restaurant in the south of town	inform(area,pricerange,type)
im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for an expensive restaurant that serves portuguese food	inform(food,pricerange,task,type)
restaurant any area kosher food	inform(area,food,type)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for a restaurant that serves polynesian food	inform(food,task,type)
i want to find a restaurant in any area	inform(area,type)
im looking for a cheap restaurant in the north of town	inform(area,pricerange,task,type)
uh african food	inform(food)
kosher food in the north	inform(area,food)
mexican food	inform(food)
barbecue food	inform(food,type)
find me an expensive persian restaurant	inform(food,pricerange,type)
lebanese food	inform(food)
thai food	inform(food)
vietnamese food	inform(food)
im looking for a restaurant in the south part of town serving	inform(area,task,type)
cheap restaurant	inform(pricerange,type)
i want swedish ffood	inform(food)
noise	null()
i want a moderately priced chinese restaurant	inform(food,pricerange,type)
sil	null()
looking for hungarian food in the north side of town	inform(area,food)
i am looking for a restaurant in the south part of town	inform(area,task,type)
german food	inform(food)
i need a cheap restaurant	inform(pricerange,type)
im looking for an expensive restaurant in the south part of town	inform(area,pricerange,task,type)
west part of town basque food	inform(area,food)
uh i want a cheap restaurant and it should be in the north part of town	inform(area,pricerange,type)
i need a moderately priced restaurant in the south	inform(area,pricerange,type)
noise	null()
sea food	inform(food)
im looking for a restaurant in the west part of town and it should be cheap	inform(area,pricerange,task,type)
west part of town	inform(area)
find a moderately priced restaurant that serves bask food	inform(food,pricerange,type)
noise	null()
im looking for a moderately priced restaurant	inform(pricerange,task,type)
im looking for a restaurant in the west	inform(area,task,type)
im looking for a cheap restaurant in the east part of town	inform(area,pricerange,task,type)
im looking for a restaurant in the center serving russian food	inform(area,food,task,type)
im looking for a restaurant that serves mexican food	inform(food,task,type)
moderately priced restaurant in the west part of town	inform(area,pricerange,type)
im looking for a restaurant in the center	inform(area,task,type)
im looking for a moderately priced restaurant that serves bistro	inform(food,pricerange,task,type)
i need a cheap restaurant in the north part of town	inform(area,pricerange,type)
im looking for an expensive restaurant serving vegetarian food	inform(food,pricerange,task,type)
i want to find a restaurant in the south part of town and it shows	inform(area,type)
i need a cheap restaurant	inform(pricerange,type)
i am looking for a moderately priced restaurant serving cantonese food	inform(food,pricerange,task,type)
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
romanian food in the center	inform(area,food)
cheap restaurant that serves turkish food	inform(food,pricerange,type)
noise	null()
unusual food	inform(food)
iam looking for a cheap restaurant and it should be in the north part of town	inform(area,pricerange,type)
cheap restaurant	inform(pricerange,type)
im looking for restaurant that serves portuguese food	inform(food,task,type)
im looking for an expensive restaurant that serves unintelligible food	inform(pricerange,task,type)
unintelligible	null()
i want to find an expensive restaurant that serves vegetarian food	inform(food,pricerange,type)
kosher for in the central	inform(area,food)
the south part of town greek food	inform(area,food)
noise	null()
cheap restaurant	inform(pricerange,type)
sil	null()
north part of town turkish food	inform(area,food)
a moderately priced restaurant in the south part of town	inform(area,pricerange,type)
im looking for world food	inform(food,task)
im looking for spanish food	inform(food,task)
i need a moderately priced restaurant that serves caribbean food	inform(food,pricerange,type)
moderately priced restaurant	inform(pricerange,type)
unintelligible	null()
traditional	inform(food)
kosher food	inform(food)
i need a cheap restaurant in the south part of town	inform(area,pricerange,type)
i want a restaurant that serves	inform(type)
moderate price restaurant	inform(pricerange,type)
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
moderately priced	inform(pricerange)
noise im looking for a moderately priced restaurant	inform(pricerange,task,type)
looking for a cheap restaurant in the west part of town	inform(area,pricerange,type)
im looking for an expensive restaurant and it should	inform(pricerange,task,type)
can i get a moderately priced restaurant in the north	inform(area,pricerange,type)
i want to find an expensive restaurant in the south part of town	inform(area,pricerange,type)
a cheap restaurant	inform(pricerange,type)
im looking for a moderately priced restaurant that serves international	inform(food,pricerange,task,type)
id like an expensive restaurant in the east part of town	inform(area,pricerange,type)
im looking for a restaurant in the center of town that serves african	inform(area,food,task,type)
turkish food	inform(food)
sil	null()
looking for a restaurant in the west part of town	inform(area,type)
spensive	inform(pricerange)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
moderately priced in the west part of town	inform(area,pricerange)
im looking for a moderately priced restaurant	inform(pricerange,task,type)
cheap restaurant	inform(pricerange,type)
scottish food	inform(food)
id like to find a restaurant	inform(type)
polish food	inform(food)
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
south part of town	inform(area)
greek food in the north part of town	inform(area,food)
looking for a restaurant in the east part of town	inform(area,type)
cheap restaurant in the north part of town	inform(area,pricerange,type)
pan asian	inform(food)
korean	inform(food)
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
i want to find a moderately priced restaurant on the east p	inform(area,pricerange,type)
i would like a cheap restaurant in the west part of town	inform(area,pricerange,type)
i want an expensive restaurant that serves african food	inform(food,pricerange,type)
i want a cheap restaurant in the east part of town	inform(area,pricerange,type)
restaurant in any area thats	inform(area,type)
looking for a restaurant in the south part of town serving	inform(area,type)
im looking for a restaurant in the center of town that serves danish food	inform(area,food,task,type)
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
im looking for a modertley priced restaurant in the south	inform(area,task,type)
moderate	inform(pricerange)
looking for something cheap in the north side of town	inform(area,pricerange)
im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
sil	null()
im looking for a restaurant in the north part of town serving in	inform(area,task,type)
restaurant in the north part of town that serves	inform(area,type)
persian food	inform(food)
i would like to find an expensive restaurant serving	inform(pricerange,type)
id like a restaurant in the south part of town that serves	inform(area,type)
im looking for a restaurant in the south part of town	inform(area,task,type)
cheap restaurant serving indian food	inform(food,pricerange,type)
gastropub	inform(food)
cheap restaurant	inform(pricerange,type)
im looking for a moderately priced restaurant in the south of town	inform(area,pricerange,task,type)
expensive	inform(pricerange)
unintelligible	null()
spanish food	inform(food)
im looking for a restaurant in the north part of town that serves	inform(area,task,type)
im looking for a moderately priced restaurant in the east part of town	inform(area,pricerange,task,type)
im looking for a restaurant in the east part of town that serves australian	inform(area,food,task,type)
im looking for a moderately priced restaurant that serves endonesian	inform(pricerange,task,type)
cheap restaurant in the north part of town	inform(area,pricerange,type)
i need a restaurant serving turkish food	inform(food,type)
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
i would like to find a cheap restaurant	inform(pricerange,type)
in the north part of town that serves	inform(area)
im looking for a restaurant in the center that serves sea food	inform(area,food,task,type)
south part of town	inform(area)
unintelligible	null()
cheap restaurant south part of town	inform(area,pricerange,type)
im looking for an expensive restaurant in the east	inform(area,pricerange,task,type)
find a restaurant serving cuban food	inform(food,type)
i would like to find a restaurant in the centre	inform(area,type)
italian food	inform(food)
i need to find a french restaurant	inform(food,type)
restaurant in north part of town	inform(area,type)
find irish food	inform(food)
a moderately priced restaurant in the north part of town	inform(area,pricerange,type)
id like a cheap italian restaurant	inform(food,pricerange,type)
moderately priced restaurant in the east part of town	inform(area,pricerange,type)
looking for a restaurant in the south part of town	inform(area,type)
im looking for a cheap restaurant that serves gastropub food	inform(food,pricerange,task,type)
european food expensive restaurant	inform(food,pricerange,type)
id like a cheap restaurant in the north part of town	inform(area,pricerange,type)
i want a cheap restaurant	inform(pricerange,type)
expensive restaurant	inform(pricerange,type)
i need a cheap restaurant in the west part of town	inform(area,pricerange,type)
im looking	null()
spanish food	inform(food)
noise	null()
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
noise	null()
cheap restaurant serves spanish food	inform(food,pricerange,type)
unintelligible	null()
im looking for a restaurant in the center of town that serves lebanese	inform(area,food,task,type)
noise	null()
im looking for a restaurant in any area and it should serve turkish	inform(area,food,task,type)
an expensive restaurant with seafood	inform(food,pricerange,type)
moderately priced	inform(pricerange)
im looking for a cheap restaurant in the west part of town	inform(area,pricerange,task,type)
moderate restaurant	inform(pricerange,type)
im looking for a restaurant in the south part of town that serves vietnamese food	inform(area,food,task,type)
are there any cantonese restaurants	inform(food,type)
expensive restaurant in the south part of town	inform(area,pricerange,type)
i would like to find a cheap restaurant	inform(pricerange,type)
restaurant in the south part of town	inform(area,type)
id like a moderately priced restaurant that serves	inform(pricerange,type)
afghan food	inform(food)
can i have a mexican restaurant	inform(food,type)
noise	null()
noise	null()
find restaurant in south of town serving international f	inform(area,food,type)
im looking for a moderately priced restaurant with catalan food	inform(food,pricerange,task,type)
im looking for a restaurant in any area that serves tuscan food	inform(area,food,task,type)
can i get tuscan	inform(food)
sil	null()
cheap restaurant	inform(pricerange,type)
i need a restaurant serving af	inform(type)
noise	null()
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
im looking for a restaurant in any area that serves japanese	inform(area,food,task,type)
thai food	inform(food)
id like to find a moderately priced restaurant in the west of town	inform(area,pricerange,type)
food in the south part of town	inform(area)
im looking for a restaurant in the west part of town serving korean	inform(area,food,task,type)
im looking for a cheap creative food restaurant	inform(food,pricerange,task,type)
im looking for a restaurant in the south part of town	inform(area,task,type)
restaurants	inform(type)
im looking for an expensive restaurant that serves unusual food	inform(food,pricerange,task,type)
im looking for moderately priced restaurant serving austrian food	inform(food,pricerange,task,type)
noise	null()
im looking for a restaurant in any area it should serve gastropub food	inform(area,food,task,type)
id like a moderately priced restaurant that serves cuban food please	inform(food,pricerange,type)
looking for a cheap restaurant in the west part of town	inform(area,pricerange,type)
west part of town	inform(area)
expensive restaurant in the east	inform(area,pricerange,type)
im looking for a moderately priced restaurant	inform(pricerange,task,type)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for a restaurant in the south part of town	inform(area,task,type)
moderately priced restaurant in the south part of town	inform(area,pricerange,type)
im looking for a restaurant in any area of town that serves belgium food	inform(area,task,type)
im looking for a restaurant in the west part of town serving italian food	inform(area,food,task,type)
expensive restaurant	inform(pricerange,type)
barbecue	inform(food)
looking for a moderately priced restaurant	inform(pricerange,type)
i need cheap hungarian restaurant	inform(food,pricerange,type)
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
im looking for a moderately priced restaurant that serves european food	inform(food,pricerange,task,type)
restaurant in the north part of town that serves hungarian food	inform(area,food,type)
expensive restaurant serving world food	inform(food,pricerange,type)
moderately priced serving gastro pub	inform(pricerange,type)
sigh	null()
i am looking for a cheap restaurant and it should be in the west part of town	inform(area,pricerange,task,type)
indian food	inform(food)
im looking for a restaurant that serves unusual food	inform(food,task,type)
im looking for a cheap restaurant	inform(pricerange,task,type)
moderately priced in the north part of town	inform(area,pricerange)
south	inform(area)
im looking for an expensive restaurant	inform(pricerange,task,type)
im looking for a restaurant on the east part of town that serves scandinavia food	inform(area,task,type)
tuscan food south part of town	inform(area,food)
im looking for something serves japanese food	inform(food,task)
im looking for an expensive restaurant that serves sea food	inform(food,pricerange,task,type)
looking for a cheap restaurant in the east part of town	inform(area,pricerange,type)
im looking for a restaurant in the south part of town serving korean food	inform(area,food,task,type)
im looking for a cheap restaurant in the west part of town	inform(area,pricerange,task,type)
noise	null()
sil	null()
could i have a cheap restaurant	inform(pricerange,type)
cheap restaurant in the south part of town	inform(area,pricerange,type)
noise	null()
im looking for a restaurant that serves african food	inform(food,task,type)
polynesian food	inform(food)
im looking for moderately priced restaurant and it should serve halal food	inform(food,pricerange,task,type)
id like a restaurant in the north part of town that serves cross over food	inform(area,type)
sil	null()
moderately priced restaurant	inform(pricerange,type)
i need a moderately priced restaurant that serves bask food	inform(food,pricerange,type)
moderately priced restaurant	inform(pricerange,type)
could i have a moderately priced restaurant in the south part of town	inform(area,pricerange,type)
i want a moderately priced restaurant in the north part of town	inform(area,pricerange,type)
sil	null()
sil	null()
im looking for a cheap restaurant in the west part of town	inform(area,pricerange,task,type)
north part of town	inform(area)
north	inform(area)
west part of town	inform(area)
south expensive	inform(area,pricerange)
cheap restaurant east part of town	inform(area,pricerange,type)
id like a moderately priced restaurant in the west part of town	inform(area,pricerange,type)
tuscan food	inform(food)
looking for a cheap restaurant in the west part of town	inform(area,pricerange,type)
i need a moderately priced restaurant in the north of town	inform(area,pricerange,type)
price over food west part of town	inform(area,food)
sil	null()
african food	inform(food)
looking for lebanese food in the city center	inform(area,food)
im looking for lebanese food	inform(food,task)
im looking for thai	inform(food,task)
arts town	null()
i want to find a moderately priced restaurant that serves canapes food	inform(food,pricerange,type)
im looking for a cheap restaurant that serves vietnamese food	inform(food,pricerange,task,type)
i want a restaurant that serves french food	inform(food,type)
i want to find a expensive restaurant in the south part of town	inform(area,pricerange,type)
im looking for a restaurant in the south part of town serving jamaican food	inform(area,food,task,type)
im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for an expensive restaurant and it should be in the south part of town	inform(area,pricerange,task,type)
im looking for belgian food	inform(food,task)
restaurant in any area international food	inform(area,food,type)
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
i want a cheap restaurant that serves unusual food	inform(food,pricerange,type)
english food	inform(food)
i would like australian foo	inform(food)
i would like to find a moderately priced restaurant in the north part of town	inform(area,pricerange,type)
moderately priced restaurant in the south part of town	inform(area,pricerange,type)
7:30	null()
i want a british restaurant in the east part of town	inform(area,food,type)
sil	null()
south	inform(area)
christmas food	inform(food)
moderate	inform(pricerange)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
unintelligible	null()
restaurant north part of town seafood	inform(area,food,type)
im looking for an expensive restaurant in the east town	inform(area,pricerange,task,type)
turkish	inform(food)
brazilian food	inform(food)
looking for an expensive restaurant that serves indonesian food	inform(food,pricerange,type)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
moderately priced restaurant that serves creative food	inform(food,pricerange,type)
restaurant	inform(type)
cheap restaurant north part of town	inform(area,pricerange,type)
looking for spanish food in the center of town	inform(area,food)
im looking for a moderately priced restaurant in the east part of town	inform(area,pricerange,task,type)
looking for a moderately priced restaurant that serves unusual food	inform(food,pricerange,type)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for a moderately priced restaurant	inform(pricerange,task,type)
im looking for a cheap restaurant	inform(pricerange,task,type)
im looking for a restaurant in the west park of town that serves australian food	inform(area,food,task,type)
sil	null()
noise	null()
im looking for a moderately priced restaurant serving fusion food	inform(food,pricerange,task,type)
i want malaysian food in any area	inform(area,food)
im looking for a moderately priced restaurant in the north part of town	inform(area,pricerange,task,type)
moderately pri	inform(pricerange)
im looking for a cheap restaurant in the west part of town	inform(area,pricerange,task,type)
spanish food	inform(food)
i need a moderately priced restaurant in the south part of town	inform(area,pricerange,type)
i want to find a restaurant in the center and it should serve lebanese food	inform(area,food,type)
uh cheap restaurant in north part of town	inform(area,pricerange,type)
a restaurant cheap north part of town	inform(area,pricerange,type)
want something in the south side of town thats moderately priced	inform(area,pricerange)
im looking for a restaurant in the south part of town that serves malaysian food	inform(area,food,task,type)
i want to find a restaurant that serves world food	inform(food,type)
a cheap restaurant in the west part of town	inform(area,pricerange,type)
noise	null()
inaudible	null()
moderate	inform(pricerange)
im looking for a restaurant that serves afghan food	inform(food,task,type)
danish food	inform(food)
im looking for a restaurant that serves bistro food	inform(food,task,type)
noise	null()
i need a moderately priced restaurant that serves world food	inform(food,pricerange,type)
i want to find a moderately priced restaurant and it should serve asian food	inform(food,pricerange,type)
im looking for a restaurant that serves swiss food	inform(food,task,type)
in the west part of town	inform(area)
french food	inform(food)
noise looking for an expensive restaurant in the south part of town	inform(area,pricerange,type)
im looking for a restaurant in any area that serves polynesian food	inform(area,food,task,type)
i want to find a restaurant in the north part of town	inform(area,type)
sil	null()
south	inform(area)
cheap restaurant in the west part of town	inform(area,pricerange,type)
sil	null()
noise	null()
im looking for a restaurant serving romanian food	inform(food,task,type)
sil	null()
im looking for an expensive restaurant that serves greek food	inform(food,pricerange,task,type)
belgium food	inform(food,type)
noise	null()
chinese	inform(food)
i need a restaurant in the east part of town	inform(area,type)
bistro	inform(food)
swedish food	inform(food)
im looking for a restaurant in the south part of town that serves pan asian food	inform(area,food,task,type)
im looking for a restaurant in the north part of town serving indian food	inform(area,food,task,type)
looking for something moderately priced in the north side of town	inform(area,pricerange)
expensive food in the south of town	inform(area,pricerange)
noise restaurant west part of town danish food	inform(area,food,type)
sil	null()
restaurant in the west part of town that serves airitran food	inform(area,food,type)
i want a moderate priced restaurant in the south of town	inform(area,pricerange,type)
yea i would like korean food	inform(food)
restaurant in the center	inform(area,type)
moderately priced restaurant serving moroccan food	inform(food,pricerange,type)
cough	null()
korean food	inform(food)
im looking for a restaurant in the center	inform(area,task,type)
i am looking for a restaurant in the south part of town and it should serve cantonese food	inform(area,food,task,type)
restaurant in the south part of town	inform(area,type)
restaurant moderate price	inform(pricerange,type)
im looking for a cheap restaurant in the west part of town	inform(area,pricerange,task,type)
noise	null()
expensive restaurant in the east part of town	inform(area,pricerange,type)
cheap restaurant in the south part of town	inform(area,pricerange,type)
uh a cheap restaurant in the east part of town	inform(area,pricerange,type)
korean food	inform(food)
cheap restaurant	inform(pricerange,type)
im looking for tuscan food	inform(food,task)
moderately priced in south part	inform(area,pricerange)
i want a restaurant in the moderate price range	inform(pricerange,type)
im looking for a cheap restaurant in the east part of town	inform(area,pricerange,task,type)
im looking for a restaurant in any area that serves russian food	inform(area,food,task,type)
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
i would like a restaurant that serves korean food	inform(food,type)
cough	null()
malaysian food	inform(food)
lets see im looking for a restaurant in the north part of town that serves vietnamese food	inform(area,food,task,type)
im looking for a restaurant in central it should serve japanese food	inform(area,food,task,type)
noise	null()
restaurant in west part of town serving corsica food	inform(area,food,type)
east	inform(area)
i want an expensive restaurant that serves polish food	inform(food,pricerange,type)
im looking for a moderately priced restaurant in the north part of town	inform(area,pricerange,task,type)
sil	null()
restaurant any area japanese food	inform(area,food,type)
i want a moderately priced	inform(pricerange)
sil	null()
creative food	inform(food)
i need to find a restaurant in the north part of town that serves jamaican food	inform(area,food,type)
moderate restaurant south part of town	inform(area,pricerange,type)
im looking for an expensive restaurant that serves signaporean food	inform(pricerange,task,type)
i want a moderately priced restaurant that serves mediterranean food	inform(food,pricerange,type)
noise	null()
i want a moderately priced restaurant in the west part of town	inform(area,pricerange,type)
im looking for japanese food	inform(food,task)
im looking for a moderately priced restaurant and it should be in the north of town	inform(area,pricerange,task,type)
cough	null()
cheap restaurant	inform(pricerange,type)
id like an expensive restaurant that serves mediteranean food	inform(pricerange,type)
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
sil	null()
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
for a restaurant in any area with international food	inform(area,food,type)
i need a moderately priced restaurant in the west part of town	inform(area,pricerange,type)
im looking for a restaurant in the south part of town serving austrian food	inform(area,food,task,type)
ring	null()
im looking for a cheap restaurant and it should be in the south part of town	inform(area,pricerange,task,type)
im looking for a restaurant in the east part of town thats expensive	inform(area,pricerange,task,type)
noise	null()
sil	null()
im looking for a restaurant in the east part of town serving catalan food	inform(area,food,task,type)
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
im looking for a restaurant that serves japanese food	inform(food,task,type)
i need a moderately priced restaurant serving fusion food	inform(food,pricerange,type)
i want a moderately priced restaurant in the north part of town	inform(area,pricerange,type)
unintelligible	null()
noise	null()
id like to find a restaurant in the north part of town that serves german food	inform(area,food,type)
noise	null()
im looking for a moderately priced restaurant in the north part of town	inform(area,pricerange,task,type)
id like a greek restaurant in the east part of town	inform(area,food,type)
cheap restaurant in the east of town	inform(area,pricerange,type)
sil	null()
im looking for a moderately priced restaurant that serves traditional food	inform(food,pricerange,task,type)
i would like steakhouse food	inform(food)
breathing	null()
id like a restaurant in any area that it serves canapes	inform(area,food,type)
im looking for a restaurant in the east part of the town with indian asian food	inform(area,food,task,type)
cheap restaurant that serves vegetarian food	inform(food,pricerange,type)
sil	null()
im looking for a restaurant in the east part of town serving japanese food	inform(area,food,task,type)
could i have a cheap restaurant in the east part of town	inform(area,pricerange,type)
i need a restaurant in the center of town that serves spanish food	inform(area,food,type)
moderately restaurant	inform(pricerange,type)
i need a cheap restaurant	inform(pricerange,type)
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
i want a moderately priced restaurant in the west part of town	inform(area,pricerange,type)
im looking for a cheap restaurant with spanish food	inform(food,pricerange,task,type)
id like a pan asian restaurant	inform(food,type)
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
in the east part of town	inform(area)
barbecue	inform(food)
looking for afghan good	inform(food)
venetian food	inform(food)
noise	null()
im looking for a cheap restaurant	inform(pricerange,task,type)
looking for cheap barbecue food	inform(pricerange,type)
african food	inform(food)
i want vegetarian food	inform(food)
looking for a restaurant that serves lebanese food	inform(food,type)
a restaurant in the east part of town that serves caribbean food	inform(area,food,type)
id like an expensive restaurant that serves bat food	inform(pricerange,type)
im looking for world food	inform(food,task)
sil	null()
i want a restaurant serving greek food	inform(food,type)
sil	null()
i would like to find an expensive restaurant that serves corsica food	inform(food,pricerange,type)
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
sil	null()
korean food	inform(food)
i want a restaurant in the center of town	inform(area,type)
moderately priced in the west	inform(area,pricerange)
im looking for a restaurant in any area	inform(area,task,type)
noise	null()
moderately priced restaurant	inform(pricerange,type)
restaurant south part of town english food	inform(area,food,type)
noise	null()
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
im looking for an expensive restaurant in the south part of town	inform(area,pricerange,task,type)
noise	null()
sil	null()
west part of town	inform(area)
moderate price	inform(pricerange)
id like to find a cheap restaurant in the west part of town	inform(area,pricerange,type)
sil	null()
north	inform(area)
static	null()
looking for a cheap restaurant in the west part of town	inform(area,pricerange,type)
i want to find a cheap restaurant and it should serve scandinavian food	inform(food,pricerange,type)
im looking for a restaurant in the north part of town	inform(area,task,type)
im looking for an expensive restaurant in the south part of town	inform(area,pricerange,task,type)
sil	null()
i need a cuban restaurant that is moderately priced	inform(food,pricerange,type)
im looking for an expensive restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for a moroccan restaurant in the center of town	inform(area,food,task,type)
a moderate restaurant in the west part of town	inform(area,pricerange,type)
moderately priced restaurant	inform(pricerange,type)
yea im looking for a really cheap restaurant	inform(pricerange,task,type)
cheap	inform(pricerange)
id like to find a moderately priced restaurant in the east part of town	inform(area,pricerange,type)
i want an expensive restaurant that serves sea food	inform(food,pricerange,type)
looking for a japanese restaurant in the center	inform(area,food,type)
un unusual food	inform(food)
sil	null()
polish food	inform(food)
afghan food	inform(food)
ah im looking for a cheap restaurant	inform(pricerange,task,type)
moderately priced restaurant	inform(pricerange,type)
im looking for a restaurant in the north part of town	inform(area,task,type)
find a cheap restaurant	inform(pricerange,type)
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
noise	null()
sil	null()
i want to find a cheap restaurant and it should be in the east part of town	inform(area,pricerange,type)
im looking for a restaurant that serves turkish food	inform(food,task,type)
find a restaurant in the center of town	inform(area,type)
im looking for an expensive restaurant in the east of town	inform(area,pricerange,task,type)
restaurant in center	inform(area,type)
i want a cheap restaurant in the south part of town	inform(area,pricerange,type)
looking for a cheap restaurant that serves steak house food	inform(food,pricerange,type)
i want a restaurant in the east part of town that serves singaporean food	inform(area,food,type)
moderately priced restaurant	inform(pricerange,type)
expensive restaurants	inform(pricerange,type)
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
looking for a cheap restaurant in the south part of town	inform(area,pricerange,type)
iam looking for an expensive restaurant and it should be in the south part of town	inform(area,pricerange,type)
moderately priced restaurant	inform(pricerange,type)
im looking for a restaurant serving international food	inform(food,task,type)
noise	null()
moderately priced restaurant	inform(pricerange,type)
restaurant east	inform(area,type)
i need a moderate priced restaurant in the north part of town	inform(area,pricerange,type)
expensive restaurant in the south part of town	inform(area,pricerange,type)
west part of town	inform(area)
yea im looking for a really cheap restaurant in the east part of town	inform(area,pricerange,task,type)
noise	null()
polynesia food	inform(type)
a restaurant with afghan food	inform(food,type)
wait noise	null()
restaurant in the west part of town that serves cuban food	inform(area,food,type)
expensive restaurant welsh food	inform(food,pricerange,type)
i want a restaurant in the west part of town that serves australian food	inform(area,food,type)
im looking for an expensive restaurant serving malaysian food	inform(food,pricerange,task,type)
i would like to find a restaurant in the center and it should serve korean food	inform(area,food,type)
moderately priced restaurant in the east part of town	inform(area,pricerange,type)
looking for a restaurant in the south part of town that serves australian food	inform(area,food,type)
i am looking for an expensive restaurant that serves	inform(pricerange,task,type)
whats the	null()
sil	null()
im looking for a moderately priced restaurant in the east part of town	inform(area,pricerange,task,type)
sil	null()
noise	null()
moderately priced	inform(pricerange)
caribbean food	inform(food)
im looking for a restaurant that serves danish food	inform(food,task,type)
im looking for a restaurant in the center part of town that serves european food	inform(area,food,task,type)
im looking a restaurant in the east part of town	inform(area,type)
im looking for an expensive restaurant that serves irish food	inform(food,pricerange,task,type)
cheap restaurants	inform(pricerange,type)
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
world food	inform(food)
sil	null()
i need a restaurant in the center of town that includes international food	inform(area,food,type)
im looking for a restaurant in the center that serves turkish food	inform(area,food,task,type)
